country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
AT;Austria;Styria;NA;NA;NA;NA;2020-05-06T00:00:00Z;-42;-2;12;-54;-44;15
AT;Austria;Styria;NA;NA;NA;NA;2020-05-07T00:00:00Z;-42;-7;9;-54;-43;14
AT;Austria;Styria;NA;NA;NA;NA;2020-05-08T00:00:00Z;-43;-5;9;-53;-45;13
AT;Austria;Styria;NA;NA;NA;NA;2020-05-09T00:00:00Z;-46;-2;-10;-38;-14;6
AT;Austria;Styria;NA;NA;NA;NA;2020-05-10T00:00:00Z;-63;-16;-7;-41;-6;2
AT;Austria;Styria;NA;NA;NA;NA;2020-05-11T00:00:00Z;-40;-17;-9;-52;-42;14
AT;Austria;Styria;NA;NA;NA;NA;2020-05-12T00:00:00Z;-43;-13;-29;-55;-42;16
AT;Austria;Styria;NA;NA;NA;NA;2020-05-13T00:00:00Z;-42;-12;2;-51;-39;14
AT;Austria;Styria;NA;NA;NA;NA;2020-05-14T00:00:00Z;-44;-12;-15;-53;-40;15
AT;Austria;Styria;NA;NA;NA;NA;2020-05-15T00:00:00Z;-32;-10;-29;-52;-40;14
AT;Austria;Styria;NA;NA;NA;NA;2020-05-16T00:00:00Z;-32;-9;4;-35;-8;6
AT;Austria;Styria;NA;NA;NA;NA;2020-05-17T00:00:00Z;-47;-7;10;-42;-7;4
AT;Austria;Styria;NA;NA;NA;NA;2020-05-18T00:00:00Z;-22;-12;23;-43;-31;9
AT;Austria;Styria;NA;NA;NA;NA;2020-05-19T00:00:00Z;-29;-12;-21;-46;-33;12
AT;Austria;Styria;NA;NA;NA;NA;2020-05-20T00:00:00Z;-13;21;23;-39;-31;7
AT;Austria;Styria;NA;NA;NA;NA;2020-05-21T00:00:00Z;-69;-88;19;-70;-80;20
AT;Austria;Styria;NA;NA;NA;NA;2020-05-22T00:00:00Z;-21;4;20;-51;-45;11
AT;Austria;Styria;NA;NA;NA;NA;2020-05-23T00:00:00Z;-30;-5;19;-34;-5;4
AT;Austria;Styria;NA;NA;NA;NA;2020-05-24T00:00:00Z;-38;27;15;-35;-1;1
AT;Austria;Styria;NA;NA;NA;NA;2020-05-25T00:00:00Z;-19;-6;-10;-43;-34;11
AT;Austria;Styria;NA;NA;NA;NA;2020-05-26T00:00:00Z;-22;-5;3;-43;-30;11
AT;Austria;Styria;NA;NA;NA;NA;2020-05-27T00:00:00Z;-22;-6;30;-40;-29;9
AT;Austria;Styria;NA;NA;NA;NA;2020-05-28T00:00:00Z;-22;-2;-9;-42;-30;10
AT;Austria;Styria;NA;NA;NA;NA;2020-05-29T00:00:00Z;-20;3;-1;-41;-31;8
AT;Austria;Styria;NA;NA;NA;NA;2020-05-30T00:00:00Z;-22;7;7;-28;0;2
AT;Austria;Styria;NA;NA;NA;NA;2020-05-31T00:00:00Z;-40;28;-22;-40;-4;4
AT;Austria;Styria;NA;NA;NA;NA;2020-06-01T00:00:00Z;-64;-88;29;-67;-79;16
AT;Austria;Styria;NA;NA;NA;NA;2020-06-02T00:00:00Z;-12;12;28;-39;-31;6
AT;Austria;Styria;NA;NA;NA;NA;2020-06-03T00:00:00Z;-16;1;26;-32;-25;6
AT;Austria;Styria;NA;NA;NA;NA;2020-06-04T00:00:00Z;-17;-2;3;-33;-26;7
AT;Austria;Styria;NA;NA;NA;NA;2020-06-05T00:00:00Z;-16;-3;-6;-35;-27;8
AT;Austria;Styria;NA;NA;NA;NA;2020-06-06T00:00:00Z;-19;-7;56;-18;7;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-06-07T00:00:00Z;-26;35;30;-30;8;0
AT;Austria;Styria;NA;NA;NA;NA;2020-06-08T00:00:00Z;-11;-9;-19;-32;-30;8
AT;Austria;Styria;NA;NA;NA;NA;2020-06-09T00:00:00Z;-13;-7;0;-34;-28;7
AT;Austria;Styria;NA;NA;NA;NA;2020-06-10T00:00:00Z;-5;15;-5;-27;-27;4
AT;Austria;Styria;NA;NA;NA;NA;2020-06-11T00:00:00Z;-62;-87;39;-65;-77;16
AT;Austria;Styria;NA;NA;NA;NA;2020-06-12T00:00:00Z;-17;-5;32;-41;-44;5
AT;Austria;Styria;NA;NA;NA;NA;2020-06-13T00:00:00Z;-32;-16;41;-25;7;-3
AT;Austria;Styria;NA;NA;NA;NA;2020-06-14T00:00:00Z;-34;19;-21;-35;7;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-06-15T00:00:00Z;-11;-8;-21;-32;-28;7
AT;Austria;Styria;NA;NA;NA;NA;2020-06-16T00:00:00Z;-14;-6;23;-31;-25;6
AT;Austria;Styria;NA;NA;NA;NA;2020-06-17T00:00:00Z;-12;-9;12;-29;-24;5
AT;Austria;Styria;NA;NA;NA;NA;2020-06-18T00:00:00Z;-12;-6;15;-29;-25;5
AT;Austria;Styria;NA;NA;NA;NA;2020-06-19T00:00:00Z;-17;-7;5;-33;-26;4
AT;Austria;Styria;NA;NA;NA;NA;2020-06-20T00:00:00Z;-19;-7;8;-24;2;1
AT;Austria;Styria;NA;NA;NA;NA;2020-06-21T00:00:00Z;-33;18;-30;-34;-1;2
AT;Austria;Styria;NA;NA;NA;NA;2020-06-22T00:00:00Z;-10;-11;42;-30;-26;4
AT;Austria;Styria;NA;NA;NA;NA;2020-06-23T00:00:00Z;-14;-8;48;-31;-25;3
AT;Austria;Styria;NA;NA;NA;NA;2020-06-24T00:00:00Z;-16;-12;12;-33;-23;4
AT;Austria;Styria;NA;NA;NA;NA;2020-06-25T00:00:00Z;-14;-8;-14;-31;-25;6
AT;Austria;Styria;NA;NA;NA;NA;2020-06-26T00:00:00Z;-17;-7;36;-29;-24;2
AT;Austria;Styria;NA;NA;NA;NA;2020-06-27T00:00:00Z;-28;-14;40;-22;7;-4
AT;Austria;Styria;NA;NA;NA;NA;2020-06-28T00:00:00Z;-31;38;-1;-25;14;-4
AT;Austria;Styria;NA;NA;NA;NA;2020-06-29T00:00:00Z;-15;-15;-15;-32;-25;6
AT;Austria;Styria;NA;NA;NA;NA;2020-06-30T00:00:00Z;-7;1;46;-27;-21;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-01T00:00:00Z;-12;-5;5;-28;-22;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-02T00:00:00Z;-11;-3;9;-28;-23;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-03T00:00:00Z;-11;1;5;-26;-25;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-04T00:00:00Z;-19;-7;49;-16;5;-4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-05T00:00:00Z;-21;36;15;-22;10;-6
AT;Austria;Styria;NA;NA;NA;NA;2020-07-06T00:00:00Z;-9;-4;8;-30;-25;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-07T00:00:00Z;-3;2;46;-25;-24;2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-08T00:00:00Z;-5;-1;54;-26;-22;1
AT;Austria;Styria;NA;NA;NA;NA;2020-07-09T00:00:00Z;-8;-2;46;-29;-23;1
AT;Austria;Styria;NA;NA;NA;NA;2020-07-10T00:00:00Z;-14;-4;30;-28;-26;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-07-11T00:00:00Z;-23;-5;-34;-28;-9;2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-12T00:00:00Z;-15;77;36;-21;7;-5
AT;Austria;Styria;NA;NA;NA;NA;2020-07-13T00:00:00Z;-4;-6;40;-28;-31;2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-14T00:00:00Z;-8;-4;60;-27;-30;2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-15T00:00:00Z;-9;-4;14;-27;-29;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-16T00:00:00Z;-9;-7;16;-28;-31;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-17T00:00:00Z;-16;-7;-7;-31;-33;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-18T00:00:00Z;-20;-6;9;-16;-5;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-07-19T00:00:00Z;-16;77;23;-21;3;-3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-20T00:00:00Z;-11;-11;30;-31;-32;2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-21T00:00:00Z;-14;-11;32;-32;-30;2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-22T00:00:00Z;-9;-8;18;-32;-31;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-23T00:00:00Z;-13;-11;17;-31;-31;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-24T00:00:00Z;-20;-12;-11;-33;-34;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-25T00:00:00Z;-20;-12;40;-17;-4;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-26T00:00:00Z;-15;63;25;-20;3;-4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-27T00:00:00Z;-10;-14;45;-33;-35;1
AT;Austria;Styria;NA;NA;NA;NA;2020-07-28T00:00:00Z;-23;-17;9;-36;-34;3
AT;Austria;Styria;NA;NA;NA;NA;2020-07-29T00:00:00Z;-15;-13;7;-34;-35;4
AT;Austria;Styria;NA;NA;NA;NA;2020-07-30T00:00:00Z;-14;-12;26;-35;-35;2
AT;Austria;Styria;NA;NA;NA;NA;2020-07-31T00:00:00Z;-22;-13;13;-36;-36;0
AT;Austria;Styria;NA;NA;NA;NA;2020-08-01T00:00:00Z;-31;-20;20;-21;-5;-6
AT;Austria;Styria;NA;NA;NA;NA;2020-08-02T00:00:00Z;-23;59;0;-25;-1;-4
AT;Austria;Styria;NA;NA;NA;NA;2020-08-03T00:00:00Z;-3;-10;-4;-33;-40;5
AT;Austria;Styria;NA;NA;NA;NA;2020-08-04T00:00:00Z;-11;-14;6;-33;-39;6
AT;Austria;Styria;NA;NA;NA;NA;2020-08-05T00:00:00Z;-4;-9;16;-34;-38;4
AT;Austria;Styria;NA;NA;NA;NA;2020-08-06T00:00:00Z;-11;-12;30;-35;-38;2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-07T00:00:00Z;-22;-14;16;-39;-39;0
AT;Austria;Styria;NA;NA;NA;NA;2020-08-08T00:00:00Z;-32;-20;29;-25;-3;-6
AT;Austria;Styria;NA;NA;NA;NA;2020-08-09T00:00:00Z;-22;60;13;-24;4;-8
AT;Austria;Styria;NA;NA;NA;NA;2020-08-10T00:00:00Z;-12;-13;30;-37;-38;1
AT;Austria;Styria;NA;NA;NA;NA;2020-08-11T00:00:00Z;-13;-11;32;-39;-38;4
AT;Austria;Styria;NA;NA;NA;NA;2020-08-12T00:00:00Z;-11;-10;45;-35;-37;2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-13T00:00:00Z;-19;-16;0;-38;-38;4
AT;Austria;Styria;NA;NA;NA;NA;2020-08-14T00:00:00Z;-13;8;8;-34;-39;2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-15T00:00:00Z;-57;-83;32;-32;-29;2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-16T00:00:00Z;-17;75;4;-25;-1;-4
AT;Austria;Styria;NA;NA;NA;NA;2020-08-17T00:00:00Z;-7;-5;NA;-36;-38;4
AT;Austria;Styria;NA;NA;NA;NA;2020-08-18T00:00:00Z;-6;-6;NA;-34;-35;5
AT;Austria;Styria;NA;NA;NA;NA;2020-08-19T00:00:00Z;-8;-12;NA;-35;-34;2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-20T00:00:00Z;-17;-16;NA;-37;-35;1
AT;Austria;Styria;NA;NA;NA;NA;2020-08-21T00:00:00Z;-26;-18;17;-39;-37;0
AT;Austria;Styria;NA;NA;NA;NA;2020-08-22T00:00:00Z;-34;-20;7;-30;-7;-3
AT;Austria;Styria;NA;NA;NA;NA;2020-08-23T00:00:00Z;-14;NA;NA;-27;-4;-3
AT;Austria;Styria;NA;NA;NA;NA;2020-08-24T00:00:00Z;-6;-11;NA;-34;-35;4
AT;Austria;Styria;NA;NA;NA;NA;2020-08-25T00:00:00Z;-12;-13;NA;-34;-33;2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-26T00:00:00Z;-14;-15;NA;-36;-33;1
AT;Austria;Styria;NA;NA;NA;NA;2020-08-27T00:00:00Z;-18;-15;NA;-35;-34;2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-28T00:00:00Z;-19;-13;14;-34;-35;2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-29T00:00:00Z;-24;-14;NA;-21;-9;-3
AT;Austria;Styria;NA;NA;NA;NA;2020-08-30T00:00:00Z;-20;NA;-6;-31;-7;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-08-31T00:00:00Z;-5;-11;NA;-29;-34;4
AT;Austria;Styria;NA;NA;NA;NA;2020-09-01T00:00:00Z;-5;-5;NA;-29;-32;3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-02T00:00:00Z;-10;-13;NA;-29;-35;3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-03T00:00:00Z;-10;-13;NA;-31;-34;2
AT;Austria;Styria;NA;NA;NA;NA;2020-09-04T00:00:00Z;-14;-12;10;-29;-34;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-05T00:00:00Z;-23;-15;NA;-18;-8;-5
AT;Austria;Styria;NA;NA;NA;NA;2020-09-06T00:00:00Z;-16;NA;-12;-32;-12;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-09-07T00:00:00Z;-3;-9;NA;-26;-33;3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-08T00:00:00Z;-6;-10;NA;-27;-31;2
AT;Austria;Styria;NA;NA;NA;NA;2020-09-09T00:00:00Z;-7;-15;NA;-29;-32;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-10T00:00:00Z;-10;-11;NA;-28;-32;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-11T00:00:00Z;-14;-9;6;-31;-31;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-12T00:00:00Z;-18;-9;32;-19;-7;-4
AT;Austria;Styria;NA;NA;NA;NA;2020-09-13T00:00:00Z;-10;56;25;-27;-6;-5
AT;Austria;Styria;NA;NA;NA;NA;2020-09-14T00:00:00Z;-1;-7;19;-22;-23;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-15T00:00:00Z;-9;-6;24;-23;-20;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-16T00:00:00Z;-9;-9;20;-22;-25;0
AT;Austria;Styria;NA;NA;NA;NA;2020-09-17T00:00:00Z;-14;-11;-5;-26;-25;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-18T00:00:00Z;-15;-8;7;-25;-26;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-19T00:00:00Z;-18;-9;26;-20;-8;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-09-20T00:00:00Z;-10;55;28;-28;-6;-3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-21T00:00:00Z;-7;-10;11;-23;-24;1
AT;Austria;Styria;NA;NA;NA;NA;2020-09-22T00:00:00Z;-14;-9;21;-24;-21;2
AT;Austria;Styria;NA;NA;NA;NA;2020-09-23T00:00:00Z;-16;-12;0;-23;-25;3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-24T00:00:00Z;-18;-10;4;-25;-24;2
AT;Austria;Styria;NA;NA;NA;NA;2020-09-25T00:00:00Z;-22;-7;-40;-23;-26;5
AT;Austria;Styria;NA;NA;NA;NA;2020-09-26T00:00:00Z;-16;-2;-3;-19;-11;2
AT;Austria;Styria;NA;NA;NA;NA;2020-09-27T00:00:00Z;-17;53;15;-28;-9;0
AT;Austria;Styria;NA;NA;NA;NA;2020-09-28T00:00:00Z;-14;-9;-33;-20;-23;5
AT;Austria;Styria;NA;NA;NA;NA;2020-09-29T00:00:00Z;-14;-4;7;-23;-19;3
AT;Austria;Styria;NA;NA;NA;NA;2020-09-30T00:00:00Z;-10;-5;15;-20;-23;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-01T00:00:00Z;-12;-2;8;-19;-19;1
AT;Austria;Styria;NA;NA;NA;NA;2020-10-02T00:00:00Z;-17;-1;-7;-19;-21;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-03T00:00:00Z;-18;0;-9;-16;-11;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-04T00:00:00Z;-12;58;24;-21;-10;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-10-05T00:00:00Z;-9;-5;-7;-15;-20;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-06T00:00:00Z;-12;-3;17;-18;-18;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-07T00:00:00Z;-13;-5;-12;-16;-22;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-08T00:00:00Z;-15;-5;4;-18;-20;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-09T00:00:00Z;-16;-5;0;-18;-19;1
AT;Austria;Styria;NA;NA;NA;NA;2020-10-10T00:00:00Z;-17;-2;17;-15;-6;0
AT;Austria;Styria;NA;NA;NA;NA;2020-10-11T00:00:00Z;-38;25;-61;-35;-21;4
AT;Austria;Styria;NA;NA;NA;NA;2020-10-12T00:00:00Z;-12;-6;-27;-19;-20;4
AT;Austria;Styria;NA;NA;NA;NA;2020-10-13T00:00:00Z;-16;-5;-18;-20;-17;4
AT;Austria;Styria;NA;NA;NA;NA;2020-10-14T00:00:00Z;-12;-5;0;-16;-19;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-15T00:00:00Z;-20;-7;-41;-19;-20;5
AT;Austria;Styria;NA;NA;NA;NA;2020-10-16T00:00:00Z;-17;-3;-34;-18;-21;5
AT;Austria;Styria;NA;NA;NA;NA;2020-10-17T00:00:00Z;-17;-2;5;-13;-9;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-18T00:00:00Z;-23;44;4;-26;-13;1
AT;Austria;Styria;NA;NA;NA;NA;2020-10-19T00:00:00Z;-14;-9;-17;-19;-17;4
AT;Austria;Styria;NA;NA;NA;NA;2020-10-20T00:00:00Z;-17;-6;-5;-20;-16;4
AT;Austria;Styria;NA;NA;NA;NA;2020-10-21T00:00:00Z;-16;-11;1;-20;-19;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-22T00:00:00Z;-18;-7;-3;-20;-18;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-23T00:00:00Z;-19;-2;-12;-21;-19;3
AT;Austria;Styria;NA;NA;NA;NA;2020-10-24T00:00:00Z;-20;3;-5;-15;-11;2
AT;Austria;Styria;NA;NA;NA;NA;2020-10-25T00:00:00Z;-16;61;39;-27;-10;0
AT;Austria;Styria;NA;NA;NA;NA;2020-10-26T00:00:00Z;-58;-86;10;-63;-82;17
AT;Austria;Styria;NA;NA;NA;NA;2020-10-27T00:00:00Z;-14;5;-28;-27;-31;7
AT;Austria;Styria;NA;NA;NA;NA;2020-10-28T00:00:00Z;-13;-6;4;-29;-32;6
AT;Austria;Styria;NA;NA;NA;NA;2020-10-29T00:00:00Z;-17;-6;-14;-32;-33;7
AT;Austria;Styria;NA;NA;NA;NA;2020-10-30T00:00:00Z;-16;4;-15;-33;-32;7
AT;Austria;Styria;NA;NA;NA;NA;2020-10-31T00:00:00Z;-22;1;13;-20;-6;1
AT;Austria;Styria;NA;NA;NA;NA;2020-11-01T00:00:00Z;-25;41;-9;-36;-12;1
AT;Austria;Styria;NA;NA;NA;NA;2020-11-02T00:00:00Z;-10;-13;-6;-36;-32;7
AT;Austria;Styria;NA;NA;NA;NA;2020-11-03T00:00:00Z;-46;-8;-22;-37;-28;11
AT;Austria;Styria;NA;NA;NA;NA;2020-11-04T00:00:00Z;-47;-14;-50;-42;-35;14
AT;Austria;Styria;NA;NA;NA;NA;2020-11-05T00:00:00Z;-45;-5;-26;-42;-33;12
AT;Austria;Styria;NA;NA;NA;NA;2020-11-06T00:00:00Z;-44;0;-26;-44;-32;13
AT;Austria;Styria;NA;NA;NA;NA;2020-11-07T00:00:00Z;-43;0;-9;-37;-26;9
AT;Austria;Styria;NA;NA;NA;NA;2020-11-08T00:00:00Z;-59;-17;5;-46;-30;7
AT;Austria;Styria;NA;NA;NA;NA;2020-11-09T00:00:00Z;-37;-12;-39;-43;-33;12
AT;Austria;Styria;NA;NA;NA;NA;2020-11-10T00:00:00Z;-43;-8;-38;-42;-32;13
AT;Austria;Styria;NA;NA;NA;NA;2020-11-11T00:00:00Z;-43;-11;-36;-42;-35;13
AT;Austria;Styria;NA;NA;NA;NA;2020-11-12T00:00:00Z;-44;-10;-41;-42;-34;13
AT;Austria;Styria;NA;NA;NA;NA;2020-11-13T00:00:00Z;-40;-1;-47;-44;-34;14
AT;Austria;Styria;NA;NA;NA;NA;2020-11-14T00:00:00Z;-35;5;-14;-34;-25;8
AT;Austria;Styria;NA;NA;NA;NA;2020-11-15T00:00:00Z;-68;-27;-37;-53;-30;7
AT;Austria;Styria;NA;NA;NA;NA;2020-11-16T00:00:00Z;-19;-6;-52;-37;-33;11
AT;Austria;Styria;NA;NA;NA;NA;2020-11-17T00:00:00Z;-71;-22;-34;-59;-44;19
AT;Austria;Styria;NA;NA;NA;NA;2020-11-18T00:00:00Z;-70;-21;-29;-57;-47;18
AT;Austria;Styria;NA;NA;NA;NA;2020-11-19T00:00:00Z;-72;-20;-57;-59;-47;19
AT;Austria;Styria;NA;NA;NA;NA;2020-11-20T00:00:00Z;-71;-12;-52;-60;-46;20
AT;Austria;Styria;NA;NA;NA;NA;2020-11-21T00:00:00Z;-74;-10;-18;-56;-39;13
AT;Austria;Styria;NA;NA;NA;NA;2020-11-22T00:00:00Z;-71;-34;-6;-58;-35;9
AT;Austria;Styria;NA;NA;NA;NA;2020-11-23T00:00:00Z;-66;-20;-49;-54;-45;18
AT;Austria;Styria;NA;NA;NA;NA;2020-11-24T00:00:00Z;-67;-16;-32;-55;-43;18
AT;Austria;Styria;NA;NA;NA;NA;2020-11-25T00:00:00Z;-68;-19;-50;-54;-46;18
AT;Austria;Styria;NA;NA;NA;NA;2020-11-26T00:00:00Z;-69;-17;-57;-55;-45;18
AT;Austria;Styria;NA;NA;NA;NA;2020-11-27T00:00:00Z;-69;-9;-59;-56;-44;19
AT;Austria;Styria;NA;NA;NA;NA;2020-11-28T00:00:00Z;-72;-8;-45;-54;-36;13
AT;Austria;Styria;NA;NA;NA;NA;2020-11-29T00:00:00Z;-68;-31;0;-57;-31;8
AT;Austria;Styria;NA;NA;NA;NA;2020-11-30T00:00:00Z;-61;-13;-31;-51;-42;16
AT;Austria;Styria;NA;NA;NA;NA;2020-12-01T00:00:00Z;-63;-8;-34;-52;-42;17
AT;Austria;Styria;NA;NA;NA;NA;2020-12-02T00:00:00Z;-65;-13;-47;-52;-44;17
AT;Austria;Styria;NA;NA;NA;NA;2020-12-03T00:00:00Z;-66;-14;-36;-48;-44;18
AT;Austria;Styria;NA;NA;NA;NA;2020-12-04T00:00:00Z;-65;-2;-48;-51;-41;18
AT;Austria;Styria;NA;NA;NA;NA;2020-12-05T00:00:00Z;-68;-1;-36;-48;-33;12
AT;Austria;Styria;NA;NA;NA;NA;2020-12-06T00:00:00Z;-68;-36;-31;-57;-33;10
AT;Austria;Styria;NA;NA;NA;NA;2020-12-07T00:00:00Z;-26;3;-27;-41;-48;14
AT;Austria;Styria;NA;NA;NA;NA;2020-12-08T00:00:00Z;-56;-44;-40;-64;-80;25
AT;Austria;Styria;NA;NA;NA;NA;2020-12-09T00:00:00Z;-43;-8;-40;-32;-34;13
AT;Austria;Styria;NA;NA;NA;NA;2020-12-10T00:00:00Z;-42;-2;-43;-32;-32;13
AT;Austria;Styria;NA;NA;NA;NA;2020-12-11T00:00:00Z;-41;5;-35;-33;-30;13
AT;Austria;Styria;NA;NA;NA;NA;2020-12-12T00:00:00Z;-35;9;-8;-13;-20;8
AT;Austria;Styria;NA;NA;NA;NA;2020-12-13T00:00:00Z;-57;-31;-11;-42;-28;7
AT;Austria;Styria;NA;NA;NA;NA;2020-12-14T00:00:00Z;-32;-5;-30;-30;-31;11
AT;Austria;Styria;NA;NA;NA;NA;2020-12-15T00:00:00Z;-37;0;-26;-32;-30;12
AT;Austria;Styria;NA;NA;NA;NA;2020-12-16T00:00:00Z;-36;-1;-22;-30;-32;12
AT;Austria;Styria;NA;NA;NA;NA;2020-12-17T00:00:00Z;-39;1;-30;-31;-31;11
AT;Austria;Styria;NA;NA;NA;NA;2020-12-18T00:00:00Z;-39;8;-30;-29;-29;12
AT;Austria;Styria;NA;NA;NA;NA;2020-12-19T00:00:00Z;-38;10;-12;-12;-20;8
AT;Austria;Styria;NA;NA;NA;NA;2020-12-20T00:00:00Z;-68;-30;-24;-49;-25;7
AT;Austria;Styria;NA;NA;NA;NA;2020-12-21T00:00:00Z;-15;10;-15;-25;-34;10
AT;Austria;Styria;NA;NA;NA;NA;2020-12-22T00:00:00Z;-23;19;-13;-28;-34;11
AT;Austria;Styria;NA;NA;NA;NA;2020-12-23T00:00:00Z;-23;30;-6;-28;-44;10
AT;Austria;Styria;NA;NA;NA;NA;2020-12-24T00:00:00Z;-67;-28;-55;-65;-76;16
AT;Austria;Styria;NA;NA;NA;NA;2020-12-25T00:00:00Z;-93;-93;-72;-83;-86;23
AT;Austria;Styria;NA;NA;NA;NA;2020-12-26T00:00:00Z;-88;-90;-28;-64;-49;13
AT;Austria;Styria;NA;NA;NA;NA;2020-12-27T00:00:00Z;-73;-39;-45;-60;-29;8
AT;Austria;Styria;NA;NA;NA;NA;2020-12-28T00:00:00Z;-66;-16;-51;-63;-66;21
AT;Austria;Styria;NA;NA;NA;NA;2020-12-29T00:00:00Z;-68;-16;-34;-64;-66;21
AT;Austria;Styria;NA;NA;NA;NA;2020-12-30T00:00:00Z;-60;2;-40;-61;-66;19
AT;Austria;Styria;NA;NA;NA;NA;2020-12-31T00:00:00Z;-71;-15;-33;-70;-76;20
AT;Austria;Styria;NA;NA;NA;NA;2021-01-01T00:00:00Z;-92;-93;-51;-85;-86;28
AT;Austria;Styria;NA;NA;NA;NA;2021-01-02T00:00:00Z;-76;-23;-52;-57;-37;14
AT;Austria;Styria;NA;NA;NA;NA;2021-01-03T00:00:00Z;-73;-47;-40;-59;-25;10
AT;Austria;Styria;NA;NA;NA;NA;2020-02-15T00:00:00Z;-7;7;29;13;-2;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-02-16T00:00:00Z;20;NA;27;7;-3;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-02-17T00:00:00Z;14;8;NA;-10;-22;2
AT;Austria;Styria;NA;NA;NA;NA;2020-02-18T00:00:00Z;9;10;NA;-6;-21;2
AT;Austria;Styria;NA;NA;NA;NA;2020-02-19T00:00:00Z;9;11;NA;-2;-22;3
AT;Austria;Styria;NA;NA;NA;NA;2020-02-20T00:00:00Z;3;8;NA;-2;-23;2
AT;Austria;Styria;NA;NA;NA;NA;2020-02-21T00:00:00Z;0;13;NA;1;-22;3
AT;Austria;Styria;NA;NA;NA;NA;2020-02-22T00:00:00Z;-12;8;40;8;-3;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-02-23T00:00:00Z;26;NA;19;15;7;-2
AT;Austria;Styria;NA;NA;NA;NA;2020-02-24T00:00:00Z;8;20;NA;2;2;-1
AT;Austria;Styria;NA;NA;NA;NA;2020-02-25T00:00:00Z;0;11;NA;9;-1;2
AT;Austria;Styria;NA;NA;NA;NA;2020-02-26T00:00:00Z;-10;20;NA;2;0;1
